image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0031,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 04,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Manama_Bahrain_National_Museum_Exterior_Vorplatz_04.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 04.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/7/74/Manama_Bahrain_National_Museum_Exterior_Vorplatz_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0032,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 05,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_05.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Manama_Bahrain_National_Museum_Exterior_Vorplatz_05.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 05.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/9/99/Manama_Bahrain_National_Museum_Exterior_Vorplatz_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0033,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 06,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_06.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Manama_Bahrain_National_Museum_Exterior_Vorplatz_06.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 06.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/e/e4/Manama_Bahrain_National_Museum_Exterior_Vorplatz_06.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0034,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 07,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_07.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Manama_Bahrain_National_Museum_Exterior_Vorplatz_07.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 07.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/0/0d/Manama_Bahrain_National_Museum_Exterior_Vorplatz_07.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0035,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 08,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_08.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Manama_Bahrain_National_Museum_Exterior_Vorplatz_08.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 08.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/0/0b/Manama_Bahrain_National_Museum_Exterior_Vorplatz_08.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0036,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 09,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_09.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Manama_Bahrain_National_Museum_Exterior_Vorplatz_09.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 09.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/1/11/Manama_Bahrain_National_Museum_Exterior_Vorplatz_09.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0037,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 10,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_10.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Manama_Bahrain_National_Museum_Exterior_Vorplatz_10.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 10.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/4/46/Manama_Bahrain_National_Museum_Exterior_Vorplatz_10.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0038,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 11,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_11.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Manama_Bahrain_National_Museum_Exterior_Vorplatz_11.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 11.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/5/5a/Manama_Bahrain_National_Museum_Exterior_Vorplatz_11.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0039,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 12,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_12.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Manama_Bahrain_National_Museum_Exterior_Vorplatz_12.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_12.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 12.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/9/9d/Manama_Bahrain_National_Museum_Exterior_Vorplatz_12.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_bahrain_bahrain_museum_objects_bahrain_national_museum_0040,Wikimedia Commons,Bahrain,bahrain_museum_objects,Manama Bahrain National Museum Exterior Vorplatz 13,https://commons.wikimedia.org/wiki/File:Manama_Bahrain_National_Museum_Exterior_Vorplatz_13.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Manama_Bahrain_National_Museum_Exterior_Vorplatz_13.jpg/960px-Manama_Bahrain_National_Museum_Exterior_Vorplatz_13.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Bahrain National Museum objects and museum images,Zairon,Own work,"Forecourt of the Bahrain National Museum, Manama, Bahrain",File:Manama Bahrain National Museum Exterior Vorplatz 13.jpg,Bahrain National Museum,https://upload.wikimedia.org/wikipedia/commons/0/0c/Manama_Bahrain_National_Museum_Exterior_Vorplatz_13.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0001,Wikimedia Commons,Qatar,manuscript_calligraphy,"Abdallah al-sayrafi (attr.), lotta tra cammelli, periodo shaybanide, bukhara 1550 ca","https://commons.wikimedia.org/wiki/File:Abdallah_al-sayrafi_(attr.),_lotta_tra_cammelli,_periodo_shaybanide,_bukhara_1550_ca.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Abdallah_al-sayrafi_%28attr.%29%2C_lotta_tra_cammelli%2C_periodo_shaybanide%2C_bukhara_1550_ca.jpg/960px-Abdallah_al-sayrafi_%28attr.%29%2C_lotta_tra_cammelli%2C_periodo_shaybanide%2C_bukhara_1550_ca.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Francesco Bini,Own work,"Manuscripts and illustrations in the Museum of Islamic Art, Doha","File:Abdallah al-sayrafi (attr.), lotta tra cammelli, periodo shaybanide, bukhara 1550 ca.jpg","Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/4/4c/Abdallah_al-sayrafi_%28attr.%29%2C_lotta_tra_cammelli%2C_periodo_shaybanide%2C_bukhara_1550_ca.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0002,Wikimedia Commons,Qatar,manuscript_calligraphy,"Abu al-hayy, due gru e due anatre, periodo jalayiride, tabriz 1390 ca","https://commons.wikimedia.org/wiki/File:Abu_al-hayy,_due_gru_e_due_anatre,_periodo_jalayiride,_tabriz_1390_ca.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Abu_al-hayy%2C_due_gru_e_due_anatre%2C_periodo_jalayiride%2C_tabriz_1390_ca.jpg/960px-Abu_al-hayy%2C_due_gru_e_due_anatre%2C_periodo_jalayiride%2C_tabriz_1390_ca.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Francesco Bini,Own work,"Manuscripts and illustrations in the Museum of Islamic Art, Doha","File:Abu al-hayy, due gru e due anatre, periodo jalayiride, tabriz 1390 ca.jpg","Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/f/fa/Abu_al-hayy%2C_due_gru_e_due_anatre%2C_periodo_jalayiride%2C_tabriz_1390_ca.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0003,Wikimedia Commons,Qatar,manuscript_calligraphy,"The Dala'il al-Khayrat of al-Juzulilabel QS:Len,""The Dala'il al-Khayrat of al-Juzuli""label QS:Lar,""كتاب دلائل الخيرات للجزولي""title QS:P1476,en:""The Dala'il al-Khayrat of al-Juzulilabel QS:Len,""The Dala'il al-Khayrat of al-Juzuli""label QS:Lar,""كتاب دلائل الخيرات للجزولي""""label QS:Len,""The Dala'il al-Khayrat of al-Juzulilabel QS:Len,""The Dala'il al-Khayrat of al-Juzuli""label QS:Lar,""كتاب دلائل الخيرات للجزولي""""","https://commons.wikimedia.org/wiki/File:Al-Hajj_Hafiz_Muhammad_Nuri,_Turkey,_1801_-_The_Dala'il_al-Khayrat_of_al-Juzuli_-_Google_Art_Project.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Al-Hajj_Hafiz_Muhammad_Nuri%2C_Turkey%2C_1801_-_The_Dala%27il_al-Khayrat_of_al-Juzuli_-_Google_Art_Project.jpg/960px-Al-Hajj_Hafiz_Muhammad_Nuri%2C_Turkey%2C_1801_-_The_Dala%27il_al-Khayrat_of_al-Juzuli_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Manuscripts and illustrated works from Museum of Islamic Art Doha,"Al-Hajj Hafiz Muhammad Nuri, Turkey, 1801 Details on Google Art Project",lAF1p_NOLJV5rw at Google Cultural Institute maximum zoom level,,"File:Al-Hajj Hafiz Muhammad Nuri, Turkey, 1801 - The Dala'il al-Khayrat of al-Juzuli - Google Art Project.jpg","Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/a/a6/Al-Hajj_Hafiz_Muhammad_Nuri%2C_Turkey%2C_1801_-_The_Dala%27il_al-Khayrat_of_al-Juzuli_-_Google_Art_Project.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0004,Wikimedia Commons,Qatar,manuscript_calligraphy,"Al-majmu'at al Rashiddiyya, theological treatise 1311-12","https://commons.wikimedia.org/wiki/File:Al-majmu'at_al_Rashiddiyya,_theological_treatise_1311-12.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Al-majmu%27at_al_Rashiddiyya%2C_theological_treatise_1311-12.jpg/960px-Al-majmu%27at_al_Rashiddiyya%2C_theological_treatise_1311-12.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Sodabottle,Own work,"Photo of an exhibit at en:Museum of Islamic Art, Doha Al-majmu'at al Rashiddiyya, theological treatise 1311-12. Written by Rashid al-Din Fadlallah, Coped by Muhammad ibn mahmoud al-Baghdadi Iran, 711 AH (December 1311- January 1312 AD) Ink, pigment and gold on paper","File:Al-majmu'at al Rashiddiyya, theological treatise 1311-12.jpg","Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/b/b8/Al-majmu%27at_al_Rashiddiyya%2C_theological_treatise_1311-12.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0005,Wikimedia Commons,Qatar,manuscript_calligraphy,"Ali quli jabbadar, giovane principe in un paesaggio, isfahan 1660-754 ca. 01","https://commons.wikimedia.org/wiki/File:Ali_quli_jabbadar,_giovane_principe_in_un_paesaggio,_isfahan_1660-754_ca._01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ali_quli_jabbadar%2C_giovane_principe_in_un_paesaggio%2C_isfahan_1660-754_ca._01.jpg/960px-Ali_quli_jabbadar%2C_giovane_principe_in_un_paesaggio%2C_isfahan_1660-754_ca._01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Francesco Bini,Own work,"Manuscripts and illustrations in the Museum of Islamic Art, Doha","File:Ali quli jabbadar, giovane principe in un paesaggio, isfahan 1660-754 ca. 01.jpg","Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/2/25/Ali_quli_jabbadar%2C_giovane_principe_in_un_paesaggio%2C_isfahan_1660-754_ca._01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0006,Wikimedia Commons,Qatar,manuscript_calligraphy,"Ali quli jabbadar, giovane principe in un paesaggio, isfahan 1660-754 ca. 02","https://commons.wikimedia.org/wiki/File:Ali_quli_jabbadar,_giovane_principe_in_un_paesaggio,_isfahan_1660-754_ca._02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Ali_quli_jabbadar%2C_giovane_principe_in_un_paesaggio%2C_isfahan_1660-754_ca._02.jpg/960px-Ali_quli_jabbadar%2C_giovane_principe_in_un_paesaggio%2C_isfahan_1660-754_ca._02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Francesco Bini,Own work,"Manuscripts and illustrations in the Museum of Islamic Art, Doha","File:Ali quli jabbadar, giovane principe in un paesaggio, isfahan 1660-754 ca. 02.jpg","Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/d/de/Ali_quli_jabbadar%2C_giovane_principe_in_un_paesaggio%2C_isfahan_1660-754_ca._02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0007,Wikimedia Commons,Qatar,manuscript_calligraphy,"Basawan (attr.), folio dall'album di jahangir, figura classica con un fanciullo che prega il sole, periodo mogul, india xvi-xvii secolo 01","https://commons.wikimedia.org/wiki/File:Basawan_(attr.),_folio_dall'album_di_jahangir,_figura_classica_con_un_fanciullo_che_prega_il_sole,_periodo_mogul,_india_xvi-xvii_secolo_01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Basawan_%28attr.%29%2C_folio_dall%27album_di_jahangir%2C_figura_classica_con_un_fanciullo_che_prega_il_sole%2C_periodo_mogul%2C_india_xvi-xvii_secolo_01.jpg/960px-Basawan_%28attr.%29%2C_folio_dall%27album_di_jahangir%2C_figura_classica_con_un_fanciullo_che_prega_il_sole%2C_periodo_mogul%2C_india_xvi-xvii_secolo_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Francesco Bini,Own work,"Manuscripts and illustrations in the Museum of Islamic Art, Doha","File:Basawan (attr.), folio dall'album di jahangir, figura classica con un fanciullo che prega il sole, periodo mogul, india xvi-xvii secolo 01.jpg","Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/b/b4/Basawan_%28attr.%29%2C_folio_dall%27album_di_jahangir%2C_figura_classica_con_un_fanciullo_che_prega_il_sole%2C_periodo_mogul%2C_india_xvi-xvii_secolo_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
